title,budget,revenue,genres,top_cast,director,producers,composers,vote_average,release_month,runtime,vote_count
Roommates,22000000.0,12400000.0,"['Drama', 'Comedy']","['Peter Falk', 'D. B. Sweeney', 'Julianne Moore']",Peter Yates,[],[],6.4,3,108.0,7.0
Prêt-à-Porter,15000000.0,11300653.0,"['Drama', 'Comedy']","['Marcello Mastroianni', 'Sophia Loren', 'Jean-Pierre Cassel']",Robert Altman,['Robert Altman'],['Michel Legrand'],5.3,12,133.0,33.0
The Swan Princess,35000000.0,9771658.0,['Animation'],"['Michelle Nicastro', 'Jack Palance', 'Howard McGillin']",Richard Rich,['Jared F. Brown'],['Lex de Azevedo'],6.5,11,89.0,251.0
The Specialist,45000000.0,170362582.0,"['Action', 'Thriller']","['Sylvester Stallone', 'Sharon Stone', 'James Woods']",Luis Llosa,['Jerry Weintraub'],['John Barry'],5.5,10,110.0,317.0
Stargate,55000000.0,196567262.0,"['Action', 'Adventure', 'Science Fiction']","['Kurt Russell', 'James Spader', 'Jaye Davidson']",Roland Emmerich,"['Joel B. Michaels', 'Roland Emmerich', 'Dean Devlin']",['David Arnold'],6.8,10,121.0,942.0
The Santa Clause,22000000.0,189833357.0,"['Fantasy', 'Drama', 'Comedy', 'Family']","['Tim Allen', 'Judge Reinhold', 'Wendy Crewson']",John Pasquin,"['Jeffrey Silver', 'Brian Reilly']",['Michael Convertino'],6.3,11,97.0,501.0
The Shawshank Redemption,25000000.0,28341469.0,"['Drama', 'Crime']","['Tim Robbins', 'Morgan Freeman', 'Bob Gunton']",Frank Darabont,['Niki Marvin'],['Thomas Newman'],8.5,9,142.0,8358.0
Tank Girl,25000000.0,4064495.0,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']","['Lori Petty', 'Ice-T', 'Naomi Watts']",Rachel Talalay,"['Tom Astor', 'John Watson', 'Pen Densham']",[],5.5,3,98.0,140.0
Star Trek: Generations,38000000.0,120000000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']",David Carson,"['Rick Berman', 'Peter Lauritson']",['Dennis McCarthy'],6.4,11,118.0,461.0
Tales from the Hood,6000000.0,12000000.0,"['Crime', 'Horror', 'Thriller']","['Clarence Williams III', 'Corbin Bernsen', 'David Alan Grier']",Rusty Cundieff,['Darin Scott'],[],5.4,5,98.0,33.0
What's Eating Gilbert Grape,11000000.0,10032765.0,"['Romance', 'Drama']","['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis']",Lasse Hallström,[],[],7.5,12,118.0,943.0
Virtuosity,30000000.0,24048000.0,"['Action', 'Crime', 'Science Fiction', 'Thriller']","['Denzel Washington', 'Russell Crowe', 'Kelly Lynch']",Brett Leonard,['Gary Lucchesi'],['Christopher Young'],5.4,8,106.0,163.0
While You Were Sleeping,17000000.0,182057016.0,"['Comedy', 'Drama', 'Romance']","['Sandra Bullock', 'Bill Pullman', 'Peter Gallagher']",Jon Turteltaub,"['Roger Birnbaum', 'Joe Roth']",['Randy Edelman'],6.5,4,103.0,340.0
Muriel's Wedding,3000000.0,15119639.0,"['Drama', 'Comedy', 'Romance']","['Toni Collette', 'Bill Hunter', 'Rachel Griffiths']",P.J. Hogan,"['Lynda House', 'Jocelyn Moorhouse']",['Peter Best'],6.9,9,106.0,104.0
Ace Ventura: Pet Detective,15000000.0,107217396.0,"['Comedy', 'Mystery']","['Jim Carrey', 'Sean Young', 'Courteney Cox']",Tom Shadyac,['James G. Robinson'],[],6.4,2,86.0,1684.0
Bitter Moon,5000000.0,1862805.0,"['Thriller', 'Drama', 'Romance']","['Hugh Grant', 'Kristin Scott Thomas', 'Emmanuelle Seigner']",Roman Polanski,['Roman Polanski'],['Vangelis'],7.0,9,139.0,115.0
Clear and Present Danger,62000000.0,215887717.0,"['Action', 'Drama', 'Thriller']","['Harrison Ford', 'Willem Dafoe', 'Anne Archer']",Phillip Noyce,"['Robert Rehme', 'Mace Neufeld']",['James Horner'],6.4,8,141.0,390.0
The Client,45000000.0,117615211.0,"['Drama', 'Thriller', 'Crime', 'Mystery']","['Susan Sarandon', 'Tommy Lee Jones', 'Mary-Louise Parker']",Joel Schumacher,"['Arnon Milchan', 'Steven Reuther']",['Howard Shore'],6.4,7,119.0,287.0
The Crow,15000000.0,94000000.0,"['Fantasy', 'Action', 'Thriller']","['Brandon Lee', 'Rochelle Davis', 'Ernie Hudson']",Alex Proyas,"['Edward R. Pressman', 'Alex Proyas', 'Caldecot Chubb', 'Jeff Most', 'James A. Janowitz', 'Gregory A. Gale']",['Graeme Revell'],7.3,5,102.0,980.0
The Flintstones,46000000.0,341631208.0,"['Fantasy', 'Comedy', 'Family']","['John Goodman', 'Elizabeth Perkins', 'Rick Moranis']",Brian Levant,"['Bruce Cohen', 'Colin Wilson']","['Ted Nichols', 'Marty Paich']",5.0,5,91.0,559.0
Forrest Gump,55000000.0,677945399.0,"['Comedy', 'Drama', 'Romance']","['Tom Hanks', 'Robin Wright', 'Gary Sinise']",Robert Zemeckis,"['Wendy Finerman', 'Steve Tisch', 'Steve Starkey']",['Alan Silvestri'],8.2,7,142.0,8147.0
Four Weddings and a Funeral,6000000.0,254700832.0,"['Comedy', 'Drama', 'Romance']","['Hugh Grant', 'Andie MacDowell', 'James Fleet']",Mike Newell,['Duncan Kenworthy'],[],6.6,3,117.0,654.0
I Love Trouble,45000000.0,61947267.0,"['Action', 'Comedy', 'Romance']","['Nick Nolte', 'Saul Rubinek', 'James Rebhorn']",Charles Shyer,"['Nancy Meyers', 'Bruce A. Block']",[],5.3,6,123.0,41.0
The Lion King,45000000.0,788241776.0,"['Family', 'Animation', 'Drama']","['Jonathan Taylor Thomas', 'Matthew Broderick', 'James Earl Jones']",Rob Minkoff,[],['Hans Zimmer'],8.0,6,89.0,5520.0
Little Buddha,35000000.0,4858139.0,"['Drama', 'History']","['Keanu Reeves', 'Bridget Fonda', 'Chris Isaak']",Bernardo Bertolucci,[],['Ryuichi Sakamoto'],6.0,12,140.0,76.0
New Nightmare,14000000.0,18090181.0,"['Horror', 'Thriller', 'Mystery', 'Fantasy']","['Heather Langenkamp', 'Robert Englund', 'Miko Hughes']",Wes Craven,['Marianne Maddalena'],['J. Peter Robinson'],6.4,10,112.0,297.0
The Mask,23000000.0,351583407.0,"['Romance', 'Comedy', 'Crime', 'Fantasy']","['Jim Carrey', 'Cameron Diaz', 'Nancy Fish']",Chuck Russell,[],['Randy Edelman'],6.6,7,101.0,2550.0
The Naked Gun 33⅓: The Final Insult,30000000.0,51132598.0,"['Comedy', 'Crime']","['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy']",Peter Segal,"['Michael Ewing', 'William C. Gerrity', 'Robert LoCash', 'Robert K. Weiss']",['Ira Newborn'],6.4,3,83.0,535.0
Reality Bites,11500000.0,20079850.0,['Drama'],"['Winona Ryder', 'Ben Stiller', 'Janeane Garofalo']",Ben Stiller,"['Danny DeVito', 'Michael Shamberg']",[],6.5,2,99.0,180.0
Red Rock West,8000000.0,2000000.0,"['Crime', 'Drama', 'Thriller']","['Nicolas Cage', 'Dennis Hopper', 'Lara Flynn Boyle']",John Dahl,"['Steve Golin', 'Sigurjón Sighvatsson']",['William Olvis'],6.4,7,98.0,71.0
Speed,30000000.0,350448145.0,"['Action', 'Adventure', 'Crime']","['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']",Jan de Bont,['Mark Gordon'],['Mark Mancina'],6.8,6,116.0,1814.0
Timecop,27000000.0,101646581.0,"['Thriller', 'Science Fiction', 'Action', 'Crime']","['Jean-Claude Van Damme', 'Mia Sara', 'Ron Silver']",Peter Hyams,"['Moshe Diamant', 'Sam Raimi']",['Mark Isham'],5.5,9,99.0,288.0
True Lies,115000000.0,378882411.0,"['Action', 'Thriller']","['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold']",James Cameron,"['James Cameron', 'Stephanie Austin']",['Brad Fiedel'],6.8,7,141.0,1138.0
Wyatt Earp,63000000.0,25052000.0,"['Drama', 'Action', 'Western']","['Kevin Costner', 'Dennis Quaid', 'Gene Hackman']",Lawrence Kasdan,"['Kevin Costner', 'Lawrence Kasdan', 'Jim Wilson']",['James Newton Howard'],6.5,6,191.0,203.0
A Low Down Dirty Shame,10000000.0,29392418.0,"['Action', 'Comedy', 'Crime']","['Keenen Ivory Wayans', 'Charles S. Dutton', 'Jada Pinkett Smith']",Keenen Ivory Wayans,[],[],6.0,11,100.0,31.0
Jason's Lyric,7000000.0,20851521.0,"['Crime', 'Drama', 'Romance']","['Allen Payne', 'Jada Pinkett Smith', 'Bokeem Woodbine']",Doug McHenry,[],[],5.9,9,119.0,9.0
Street Fighter,35000000.0,99423521.0,"['Action', 'Adventure', 'Thriller']","['Jean-Claude Van Damme', 'Raúl Juliá', 'Ming-Na Wen']",Steven E. de Souza,"['Kenzo Tsujimoto', 'Edward R. Pressman']",[],4.1,12,102.0,330.0
Highlander: The Final Dimension,26000000.0,36800000.0,"['Action', 'Fantasy', 'Science Fiction']","['Christopher Lambert', 'Mario Van Peebles', 'Deborah Kara Unger']",Andrew Morahan,[],[],4.5,11,99.0,110.0
In the Mouth of Madness,8000000.0,8946600.0,"['Horror', 'Mystery', 'Thriller']","['Sam Neill', 'Julie Carmen', 'Jürgen Prochnow']",John Carpenter,['Sandy King'],"['John Carpenter', 'Jim Lang']",7.1,12,95.0,307.0
The Age of Innocence,34000000.0,32255440.0,"['Drama', 'Romance']","['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder']",Martin Scorsese,['Barbara De Fina'],['Elmer Bernstein'],7.0,9,139.0,172.0
The Air Up There,17080000.0,21011500.0,"['Comedy', 'Family']","['Kevin Bacon', 'Charles Gitonga Maina', 'Yolanda Vazquez']",Paul Michael Glaser,"['Robert W. Cort', 'Ted Field', 'Rosalie Swedlin']",['David Newman'],5.1,1,107.0,42.0
Beverly Hills Cop III,50000000.0,119208989.0,"['Action', 'Comedy', 'Crime']","['Eddie Murphy', 'Judge Reinhold', 'Héctor Elizondo']",John Landis,"['Mace Neufeld', 'Robert Rehme']",['Nile Rodgers'],5.5,5,104.0,445.0
Body Snatchers,13000000.0,428868.0,"['Horror', 'Science Fiction', 'Thriller']","['Gabrielle Anwar', 'Terry Kinney', 'Billy Wirth']",Abel Ferrara,['Robert H. Solo'],['Joe Delia'],5.8,6,87.0,102.0
A Bronx Tale,22000000.0,17287898.0,"['Drama', 'Crime']","['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato']",Robert De Niro,"['Robert De Niro', 'Jane Rosenthal', 'Jon Kilik']",[],7.4,9,121.0,447.0
Calendar Girl,13000000.0,2570145.0,"['Drama', 'Comedy']","['Jason Priestley', 'Gabriel Olds', ""Jerry O'Connell""]",John Whitesell,[],[],3.7,9,90.0,10.0
Carlito's Way,30000000.0,36516012.0,"['Action', 'Crime', 'Drama', 'Thriller']","['Al Pacino', 'Sean Penn', 'Penelope Ann Miller']",Brian De Palma,"['Martin Bregman', 'Judith Stevens', 'Michael Bregman', 'Willi Bär']",['Patrick Doyle'],7.7,11,144.0,805.0
Cliffhanger,70000000.0,255000211.0,"['Action', 'Adventure', 'Thriller']","['Sylvester Stallone', 'John Lithgow', 'Michael Rooker']",Renny Harlin,"['Alan Marshall', 'Renny Harlin']",['Trevor Jones'],6.1,5,112.0,600.0
Color of Night,40000000.0,19726050.0,"['Drama', 'Mystery', 'Romance', 'Thriller']","['Bruce Willis', 'Jane March', 'Rubén Blades']",Richard Rush,"['Buzz Feitshans', 'David Matalon']",['Dominic Frontiere'],5.4,8,121.0,117.0
Dazed and Confused,6900000.0,7993039.0,"['Comedy', 'Drama']","['Jason London', 'Rory Cochrane', 'Wiley Wiggins']",Richard Linklater,"['Richard Linklater', 'Sean Daniel', 'James Jacks']",[],7.4,9,102.0,588.0
Demolition Man,57000000.0,159055768.0,"['Crime', 'Action', 'Science Fiction']","['Sylvester Stallone', 'Wesley Snipes', 'Sandra Bullock']",Marco Brambilla,"['Howard G. Kazanjian', 'Joel Silver', 'Michael Levy']",['Elliot Goldenthal'],6.4,10,115.0,1018.0
For Love or Money,30000000.0,11146270.0,"['Comedy', 'Romance']","['Michael J. Fox', 'Gabrielle Anwar', 'Anthony Higgins']",Barry Sonnenfeld,"['Brian Grazer', 'Graham Place']",[],5.7,10,94.0,77.0
The Firm,42000000.0,270248367.0,"['Drama', 'Mystery', 'Thriller']","['Tom Cruise', 'Jeanne Tripplehorn', 'Gene Hackman']",Sydney Pollack,"['John Davis', 'Sydney Pollack', 'Scott Rudin']",[],6.6,6,154.0,513.0
Free Willy,20000000.0,153698625.0,"['Family', 'Adventure']","['Jason James Richter', 'Lori Petty', 'August Schellenberg']",Simon Wincer,"['Lauren Shuler Donner', 'Jennie Lew Tugend']",['Basil Poledouris'],6.0,7,112.0,429.0
The Fugitive,44000000.0,368875760.0,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']","['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward']",Andrew Davis,['Arnold Kopelson'],['James Newton Howard'],7.2,8,130.0,1240.0
Geronimo: An American Legend,35000000.0,18635620.0,"['History', 'Action', 'Drama', 'Western']","['Jason Patric', 'Wes Studi', 'Gene Hackman']",Walter Hill,"['Neil Canton', 'Walter Hill']",['Ry Cooder'],5.9,12,115.0,44.0
Hard Target,18000000.0,74189677.0,"['Action', 'Adventure', 'Crime', 'Thriller']","['Jean-Claude Van Damme', 'Arnold Vosloo', 'Lance Henriksen']",John Woo,"['Sean Daniel', 'James Jacks']","['Graeme Revell', 'Tim Simonec']",6.1,8,97.0,237.0
Hot Shots! Part Deux,25000000.0,133752825.0,"['Action', 'Comedy', 'War']","['Charlie Sheen', 'Lloyd Bridges', 'Valeria Golino']",Jim Abrahams,"['Bill Badalato', 'Greg Norberg']",['Basil Poledouris'],6.2,5,86.0,463.0
In the Line of Fire,40000000.0,176997168.0,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']","['Clint Eastwood', 'Rene Russo', 'John Malkovich']",Wolfgang Petersen,['Jeff Apple'],['Ennio Morricone'],6.8,7,128.0,392.0
In the Name of the Father,13000000.0,65796862.0,['Drama'],"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Emma Thompson']",Jim Sheridan,['Jim Sheridan'],['Trevor Jones'],7.6,12,133.0,363.0
Jurassic Park,63000000.0,920100000.0,"['Adventure', 'Science Fiction']","['Sam Neill', 'Laura Dern', 'Jeff Goldblum']",Steven Spielberg,"['Kathleen Kennedy', 'Gerald R. Molen']",['John Williams'],7.6,6,127.0,4956.0
Kalifornia,9000000.0,2395231.0,"['Thriller', 'Crime']","['Brad Pitt', 'David Duchovny', 'Juliette Lewis']",Dominic Sena,"['Steve Golin', 'Sigurjón Sighvatsson', 'Aristides McGarry']",['Carter Burwell'],6.5,9,117.0,209.0
Killing Zoe,1500000.0,418961.0,"['Action', 'Crime', 'Drama', 'Thriller']","['Eric Stoltz', 'Julie Delpy', 'Jean-Hugues Anglade']",Roger Avary,['Samuel Hadida'],[],6.1,10,96.0,111.0
Last Action Hero,85000000.0,137298489.0,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']","['Arnold Schwarzenegger', 'F. Murray Abraham', 'Art Carney']",John McTiernan,"['John McTiernan', 'Stephen J. Roth']",['Michael Kamen'],6.1,6,130.0,725.0
Manhattan Murder Mystery,13500000.0,11285588.0,"['Comedy', 'Mystery']","['Woody Allen', 'Diane Keaton', 'Jerry Adler']",Woody Allen,['Robert Greenhut'],[],7.1,8,104.0,169.0
Menace II Society,3500000.0,27900000.0,"['Drama', 'Action', 'Crime']","['Tyrin Turner', 'Larenz Tate', 'Glenn Plummer']",Allen Hughes,['Darin Scott'],['Quincy Jones III'],7.2,5,97.0,179.0
Executive Decision,55000000.0,121969216.0,"['Action', 'Adventure', 'Drama', 'Thriller']","['Kurt Russell', 'Steven Seagal', 'Halle Berry']",Stuart Baird,"['Joel Silver', 'Jim Thomas', 'John Thomas']",['Jerry Goldsmith'],5.8,3,133.0,261.0
Mrs. Doubtfire,25000000.0,441286195.0,"['Comedy', 'Drama', 'Family']","['Robin Williams', 'Sally Field', 'Pierce Brosnan']",Chris Columbus,"['Robin Williams', 'Marsha Garces Williams', 'Mark Radcliffe', 'Joan Bradshaw']",['Howard Shore'],7.0,11,125.0,1638.0
The Next Karate Kid,12000000.0,15826984.0,['Adventure'],"['Pat Morita', 'Hilary Swank', 'Michael Ironside']",Christopher Cain,['Jerry Weintraub'],['Bill Conti'],4.8,7,107.0,202.0
No Escape,20000000.0,15340000.0,"['Action', 'Drama', 'Science Fiction', 'Thriller']","['Ray Liotta', 'Lance Henriksen', 'Stuart Wilson']",Martin Campbell,['Gale Anne Hurd'],['Graeme Revell'],6.1,4,118.0,86.0
A Perfect World,30000000.0,135130999.0,"['Crime', 'Drama', 'Thriller']","['Kevin Costner', 'Clint Eastwood', 'Laura Dern']",Clint Eastwood,"['Clint Eastwood', 'David Valdes', 'Mark Johnson']",['Lennie Niehaus'],7.2,11,138.0,376.0
Philadelphia,26000000.0,206678440.0,['Drama'],"['Tom Hanks', 'Denzel Washington', 'Jason Robards']",Jonathan Demme,"['Jonathan Demme', 'Edward Saxon']",['Howard Shore'],7.6,12,125.0,1019.0
The Piano,7000000.0,116700000.0,"['Drama', 'Romance']","['Holly Hunter', 'Harvey Keitel', 'Sam Neill']",Jane Campion,"['Alain Depardieu', 'Mark Turnbull']",['Michael Nyman'],7.1,5,121.0,290.0
Poetic Justice,14000000.0,27515786.0,"['Drama', 'Romance']","['Janet Jackson', 'Tupac Amaru Shakur', 'Regina King']",John Singleton,"['John Singleton', 'Steve Nicolaides']","['Janet Jackson', 'Stanley Clarke', 'James Harris III', 'Terry Lewis']",6.9,7,109.0,47.0
The Ref,11000000.0,11439193.0,['Comedy'],"['Denis Leary', 'Judy Davis', 'Kevin Spacey']",Ted Demme,"['Jerry Bruckheimer', 'Ronald M. Bozman', 'Jeffrey Weiss']",['David A. Stewart'],6.7,3,97.0,99.0
The Remains of the Day,11500000.0,23237911.0,"['Drama', 'Romance']","['Anthony Hopkins', 'Emma Thompson', 'James Fox']",James Ivory,"['Ismail Merchant', 'Mike Nichols', 'John Calley']",['Richard Robbins'],7.5,11,134.0,213.0
Renaissance Man,40000000.0,24332324.0,"['Comedy', 'War']","['Danny DeVito', 'Mark Wahlberg', 'Gregory Hines']",Penny Marshall,['Robert Greenhut'],['Hans Zimmer'],5.9,6,128.0,83.0
RoboCop 3,22000000.0,10696210.0,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']","['Robert John Burke', 'Nancy Allen', 'Mario Machado']",Fred Dekker,['Patrick Crowley'],['Basil Poledouris'],4.2,4,104.0,309.0
Robin Hood: Men in Tights,20000000.0,35739755.0,['Comedy'],"['Cary Elwes', 'Dom DeLuise', 'Roger Rees']",Mel Brooks,['Mel Brooks'],['Hummie Mann'],6.4,7,104.0,575.0
Romeo Is Bleeding,11500000.0,3275585.0,"['Action', 'Crime', 'Drama', 'Thriller']","['Gary Oldman', 'Lena Olin', 'Annabella Sciorra']",Peter Medak,"['Hilary Henkin', 'Paul Webster']",['Mark Isham'],5.7,9,100.0,36.0
Ruby in Paradise,800000.0,1001437.0,"['Drama', 'Romance']","['Ashley Judd', 'Todd Field', 'Bentley Mitchum']",Victor Nunez,[],['Charles Engstrom'],5.6,10,114.0,10.0
Rudy,12000000.0,22750363.0,['Drama'],"['Sean Astin', 'Jon Favreau', 'Ned Beatty']",David Anspaugh,"['Cary Woods', 'Robert N. Fried']",['Jerry Goldsmith'],7.2,9,114.0,187.0
Schindler's List,22000000.0,321365567.0,"['Drama', 'History', 'War']","['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes']",Steven Spielberg,"['Steven Spielberg', 'Branko Lustig', 'Gerald R. Molen']",['John Williams'],8.3,11,195.0,4436.0
Serial Mom,13000000.0,7820688.0,"['Comedy', 'Crime', 'Horror', 'Thriller']","['Kathleen Turner', 'Sam Waterston', 'Ricki Lake']",John Waters,['John Fiedler'],['Basil Poledouris'],6.4,4,95.0,137.0
The Shadow,25000000.0,48063435.0,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']","['Alec Baldwin', 'John Lone', 'Penelope Ann Miller']",Russell Mulcahy,"['Martin Bregman', 'Willi Bär', 'Michael Bregman']",[],5.4,7,108.0,140.0
Sleepless in Seattle,21000000.0,227799884.0,"['Comedy', 'Drama', 'Romance']","['Tom Hanks', 'Meg Ryan', 'Bill Pullman']",Nora Ephron,['Gary Foster'],['Marc Shaiman'],6.5,6,105.0,630.0
Sliver,40000000.0,116300000.0,"['Drama', 'Thriller']","['Sharon Stone', 'William Baldwin', 'Tom Berenger']",Phillip Noyce,['Robert Evans'],['Howard Shore'],4.9,5,108.0,144.0
Blade Runner,28000000.0,33139618.0,"['Science Fiction', 'Drama', 'Thriller']","['Harrison Ford', 'Rutger Hauer', 'Sean Young']",Ridley Scott,['Michael Deeley'],['Vangelis'],7.9,6,117.0,3833.0
So I Married an Axe Murderer,20000000.0,11585483.0,"['Comedy', 'Crime', 'Romance']","['Mike Myers', 'Nancy Travis', 'Anthony LaPaglia']",Thomas Schlamme,"['Robert N. Fried', 'Cary Woods']",['Bruce Broughton'],6.1,7,93.0,131.0
Super Mario Bros.,48000000.0,20915465.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']","['Bob Hoskins', 'John Leguizamo', 'Dennis Hopper']",Rocky Morton,"['Jake Eberts', 'Roland Joffé']",['Alan Silvestri'],4.0,5,104.0,236.0
Surviving the Game,7400000.0,7690013.0,"['Action', 'Adventure', 'Thriller', 'Crime']","['Ice-T', 'Rutger Hauer', 'Charles S. Dutton']",Ernest R. Dickerson,[],[],6.1,4,96.0,53.0
Terminal Velocity,50000000.0,16478900.0,"['Action', 'Thriller']","['Charlie Sheen', 'Nastassja Kinski', 'James Gandolfini']",Deran Sarafian,"['Scott Kroopf', 'Tom Engelman', 'David Twohy']",[],5.0,9,102.0,82.0
The Nightmare Before Christmas,18000000.0,75634409.0,"['Fantasy', 'Animation', 'Family']","['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara""]",Henry Selick,"['Tim Burton', 'Denise Di Novi', 'Don Hahn']",['Danny Elfman'],7.6,10,76.0,2135.0
The Three Musketeers,30000000.0,53898845.0,"['Action', 'Adventure', 'Comedy']","['Charlie Sheen', 'Kiefer Sutherland', ""Chris O'Donnell""]",Stephen Herek,"['Roger Birnbaum', 'Joe Roth']",[],6.2,11,105.0,219.0
Tombstone,25000000.0,56505065.0,"['Action', 'Adventure', 'Drama', 'History', 'Western']","['Kurt Russell', 'Val Kilmer', 'Sam Elliott']",George P. Cosmatos,"['Sean Daniel', 'James Jacks', 'Bob Misiorowski']",[],7.4,12,130.0,632.0
True Romance,12500000.0,12281551.0,"['Action', 'Thriller', 'Crime', 'Romance']","['Christian Slater', 'Patricia Arquette', 'Michael Rapaport']",Tony Scott,"['Gary Barber', 'Samuel Hadida', 'Steve Perry', 'Bill Unger']",['Hans Zimmer'],7.5,9,120.0,762.0
The Pagemaster,27000000.0,13670688.0,"['Fantasy', 'Science Fiction', 'Family', 'Animation']","['Macaulay Culkin', 'Christopher Lloyd', 'Patrick Stewart']",Maurice Hunt,[],['James Horner'],6.2,11,80.0,178.0
Home Alone,18000000.0,476684675.0,"['Comedy', 'Family']","['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern']",Chris Columbus,['John Hughes'],['John Williams'],7.1,11,103.0,2487.0
Ghost,22000000.0,505000000.0,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']","['Patrick Swayze', 'Demi Moore', 'Whoopi Goldberg']",Jerry Zucker,"['Lisa Weinstein', 'Howard W. Koch']",['Maurice Jarre'],6.9,7,127.0,1381.0
Aladdin,28000000.0,504050219.0,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']","['Scott Weinger', 'Robin Williams', 'Linda Larkin']",John Musker,"['Ron Clements', 'John Musker']",['Alan Menken'],7.4,11,90.0,3495.0
Terminator 2: Judgment Day,100000000.0,520000000.0,"['Action', 'Thriller', 'Science Fiction']","['Arnold Schwarzenegger', 'Linda Hamilton', 'Robert Patrick']",James Cameron,['James Cameron'],['Brad Fiedel'],7.7,7,137.0,4274.0
Dances with Wolves,22000000.0,424208848.0,"['Adventure', 'Drama', 'Western']","['Kevin Costner', 'Mary McDonnell', 'Graham Greene']",Kevin Costner,"['Jim Wilson', 'Kevin Costner']",['John Barry'],7.6,11,181.0,1084.0
Batman,35000000.0,411348924.0,"['Fantasy', 'Action']","['Jack Nicholson', 'Michael Keaton', 'Kim Basinger']",Tim Burton,"['Peter Guber', 'Jon Peters']",['Danny Elfman'],7.0,6,126.0,2145.0
The Silence of the Lambs,19000000.0,272742922.0,"['Crime', 'Drama', 'Thriller']","['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn']",Jonathan Demme,"['Ronald M. Bozman', 'Edward Saxon', 'Kenneth Utt']",['Howard Shore'],8.1,2,119.0,4549.0
